Plant Code,Plant Name,State,County,solar_mw,Latitude,Longitude,onset_cat,surge_exposed,surge_descr,depth_source
67424,Hopkins Energy LLC,TX,Hopkins,250.0,33.21732,-95.4621,,False,no-surge/NoData,NOAA_CFEM_composite
63883,Samson Solar Energy III LLC,TX,Lamar,250.0,33.426498,-95.357449,,False,no-surge/NoData,NOAA_CFEM_composite
65937,"Porter Solar, LLC (TX)",TX,Denton,245.0,33.310446,-97.369773,,False,no-surge/NoData,NOAA_CFEM_composite
62013,Pleinmont Solar 2,VA,Spotsylvania,240.0,38.247123,-77.786223,,False,no-surge/NoData,NOAA_CFEM_composite
63985,Fort Bend Solar LLC,TX,Fort Bend,240.0,29.560311,-95.98036,,False,no-surge/NoData,NOAA_CFEM_composite
62249,Misae Solar,TX,Childress,240.0,34.380532,-100.099625,,False,no-surge/NoData,NOAA_CFEM_composite
66471,Eiffel Solar Project,TX,Lamar,240.0,33.599167,-95.525056,,False,no-surge/NoData,NOAA_CFEM_composite
65998,"True North Solar, LLC",TX,Falls,238.8,31.468564,-96.794168,,False,no-surge/NoData,NOAA_CFEM_composite
66801,"Fence Post Solar Hybrid Project, LLC",TX,Navarro,236.0,32.072844,-96.22393,,False,no-surge/NoData,NOAA_CFEM_composite
65034,Bernard Creek Solar,TX,Wharton,230.0,29.45527,-96.088253,,False,no-surge/NoData,NOAA_CFEM_composite
62945,Fighting Jays Solar Project,TX,Fort Bend,227.5,29.358425,-95.746388,,False,no-surge/NoData,NOAA_CFEM_composite
62462,Muscle Shoals,AL,Colbert,227.0,34.76973,-87.90454,,False,no-surge/NoData,NOAA_CFEM_composite
62845,ENGIE Long Draw Solar LLC,TX,Borden,225.0,32.741383,-101.621793,,False,no-surge/NoData,NOAA_CFEM_composite
63905,Azure Sky Solar,TX,Haskell,225.0,33.021601,-99.61463,,False,no-surge/NoData,NOAA_CFEM_composite
63721,Cool Springs Solar (Hybrid),GA,Decatur,213.0,30.747916,-84.680492,,False,no-surge/NoData,NOAA_CFEM_composite
61696,Twiggs Solar,GA,Twiggs,204.0,32.604997,-83.491239,,False,no-surge/NoData,NOAA_CFEM_composite
64075,Taygete II Energy Project,TX,Pecos,203.8,31.186,-103.128,,False,no-surge/NoData,NOAA_CFEM_composite
64258,AP Sunray LLC,TX,Uvalde,203.5,29.291845,-99.612368,,False,no-surge/NoData,NOAA_CFEM_composite
66262,Cutlass Solar II,TX,Fort Bend,202.8,29.39,-95.78,,False,no-surge/NoData,NOAA_CFEM_composite
67047,Decatur Solar,GA,Decatur,200.0,30.854893,-84.445427,,False,no-surge/NoData,NOAA_CFEM_composite
66193,Oak Ridge Solar,LA,Richland,200.0,32.575,-91.7884,,False,no-surge/NoData,NOAA_CFEM_composite
66046,Brazoria County Solar Project (Danciger),TX,Brazoria,200.0,29.1779,-95.7612,,False,no-surge/NoData,NOAA_CFEM_composite
61962,Holstein 1 Solar Farm,TX,Nolan,200.0,32.104125,-100.162375,,False,no-surge/NoData,NOAA_CFEM_composite
64538,Corazon Energy LLC,TX,Webb,200.0,27.634677,-99.258329,,False,no-surge/NoData,NOAA_CFEM_composite
65660,Texas Solar Nova 2,TX,Kent,200.0,33.32056,-100.981664,,False,no-surge/NoData,NOAA_CFEM_composite
64026,"ANSON Solar Center, LLC",TX,Jones,200.0,32.811041,-99.91749,,False,no-surge/NoData,NOAA_CFEM_composite
64447,Brazoria West,TX,Brazoria,200.0,29.191,-95.663,,False,no-surge/NoData,NOAA_CFEM_composite
65333,Shakes Solar,TX,Dimmit,200.0,28.44208,-99.75582,,False,no-surge/NoData,NOAA_CFEM_composite
65308,Horizon Solar,TX,Frio,200.0,28.9377,-99.10765,,False,no-surge/NoData,NOAA_CFEM_composite
62141,Rambler,TX,Tom Green,200.0,31.517,-100.6,,False,no-surge/NoData,NOAA_CFEM_composite
66859,Orion I Solar Project,TX,Milam,200.0,30.996511,-97.001505,,False,no-surge/NoData,NOAA_CFEM_composite
63222,Impact Solar 1,TX,Lamar,198.5,33.467803,-95.370856,,False,no-surge/NoData,NOAA_CFEM_composite
65947,Tres Bahias,TX,Calhoun,196.3,28.68851,-96.509833,,False,no-surge/NoData,NOAA_CFEM_composite
63522,Hickory Park Solar Hybrid,GA,Mitchell,195.5,31.269676,-84.176321,,False,no-surge/NoData,NOAA_CFEM_composite
63329,Aragorn Solar Project,TX,Culberson,187.2,31.719983,-104.442292,,False,no-surge/NoData,NOAA_CFEM_composite
61368,Midway Solar - TX,TX,Pecos,182.0,30.995503,-102.223537,,False,no-surge/NoData,NOAA_CFEM_composite
60123,Castle Gap Solar Hybrid,TX,Upton,180.0,31.255,-102.272,,False,no-surge/NoData,NOAA_CFEM_composite
66239,Pearl River Solar Park LLC,MS,Scott,175.0,32.550998,-89.730141,,False,no-surge/NoData,NOAA_CFEM_composite
62675,Skipjack Solar Center,VA,Charles City,175.0,37.437106,-77.158736,,False,no-surge/NoData,NOAA_CFEM_composite
65793,"Concho Valley Solar, LLC",TX,Tom Green,172.8,31.214,-100.255,,False,no-surge/NoData,NOAA_CFEM_composite
61785,Camilla Solar Energy Project,GA,Mitchell,171.4,31.26955,-84.228721,,False,no-surge/NoData,NOAA_CFEM_composite
62014,Highlander Solar Energy Station 1,VA,Spotsylvania,165.0,38.247123,-77.786223,,False,no-surge/NoData,NOAA_CFEM_composite
64841,"SR DeSoto I, LLC",GA,Lee,165.0,31.886486,-84.021586,,False,no-surge/NoData,NOAA_CFEM_composite
67580,Markum Solar Farm,TX,Bosque,161.0,31.694792,-97.374883,,False,no-surge/NoData,NOAA_CFEM_composite
59994,RE Roserock,TX,Pecos,160.0,30.960209,-103.306662,,False,no-surge/NoData,NOAA_CFEM_composite
66137,Zier Solar,TX,Kinney,160.0,29.350992,-100.562028,,False,no-surge/NoData,NOAA_CFEM_composite
66324,BPL Files Solar,TX,Hill,157.5,32.18398,-97.07141,,False,no-surge/NoData,NOAA_CFEM_composite
67420,Cavalier Solar,VA,Isle of Wight,155.6,37.018,-76.7358,,False,no-surge/NoData,NOAA_CFEM_composite
60044,Buckthorn Westex,TX,Pecos,154.0,30.57552,-102.551292,,False,no-surge/NoData,NOAA_CFEM_composite
67284,Ganado Solar,TX,Jackson,150.5,29.109147,-96.528761,,False,no-surge/NoData,NOAA_CFEM_composite
