Plant Code,Plant Name,State,County,solar_mw,Latitude,Longitude,onset_cat,surge_exposed,surge_descr,depth_source
65172,High Springs Solar Power Plant,FL,Alachua,74.9,29.810018,-82.639837,,False,no-surge/NoData,NOAA_CFEM_composite
65171,Bay Ranch Solar Power Plant,FL,Bay,74.9,30.164754,-85.49179,,False,no-surge/NoData,NOAA_CFEM_composite
63517,Santa Fe Solar Power Plant,FL,Columbia,74.9,29.880408,-82.732589,,False,no-surge/NoData,NOAA_CFEM_composite
61790,"Shaw Creek Solar, LLC",SC,Aiken,74.9,33.674689,-81.754444,,False,no-surge/NoData,NOAA_CFEM_composite
66639,Falmouth Renewable Energy Center,FL,Suwannee,74.9,30.3436,-83.1562,,False,no-surge/NoData,NOAA_CFEM_composite
63982,Charlie Creek Solar Power Plant,FL,Hardee,74.9,27.639778,-81.654367,,False,no-surge/NoData,NOAA_CFEM_composite
62543,Trenton Solar Power Plant,FL,Gilchrist,74.9,29.635051,-82.843085,,False,no-surge/NoData,NOAA_CFEM_composite
66553,Winquepin Renewable Energy Center,FL,Madison,74.9,30.282497,-83.298234,,False,no-surge/NoData,NOAA_CFEM_composite
64146,Sandy Creek Solar Power Plant,FL,Bay,74.9,30.103137,-85.410393,,False,no-surge/NoData,NOAA_CFEM_composite
63518,Twin Rivers Solar Power Plant,FL,Hamilton,74.9,30.466428,-82.968718,,False,no-surge/NoData,NOAA_CFEM_composite
65170,Hildreth Solar Power Plant,FL,Suwannee,74.9,29.964842,-82.823199,,False,no-surge/NoData,NOAA_CFEM_composite
60030,Pecan Solar,NC,Northampton,74.9,36.481008,-77.481164,,False,no-surge/NoData,NOAA_CFEM_composite
65501,Mule Creek Renewable Energy Center,FL,Bay,74.9,30.110543,-85.397607,,False,no-surge/NoData,NOAA_CFEM_composite
61011,Chestnut Solar,NC,Halifax,74.9,36.18,-77.712,,False,no-surge/NoData,NOAA_CFEM_composite
61807,Hamilton Solar Power Plant,FL,Hamilton,74.9,30.444324,-83.186935,,False,no-surge/NoData,NOAA_CFEM_composite
61610,NC 102 Project LLC,NC,Cabarrus,74.8,35.2925,-80.4975,,False,no-surge/NoData,NOAA_CFEM_composite
61667,Wimauma Solar and Battery Storage,FL,Hillsborough,74.8,27.730414,-82.263505,,False,no-surge/NoData,NOAA_CFEM_composite
59589,Rutherford Farm,NC,Rutherford,74.8,35.257778,-81.830556,,False,no-surge/NoData,NOAA_CFEM_composite
67182,Tupelo Solar,FL,Putnam,74.5,29.603731,-81.527251,,False,no-surge/NoData,NOAA_CFEM_composite
64657,Magnolia Solar,FL,Polk,74.5,27.917716,-82.048697,,False,no-surge/NoData,NOAA_CFEM_composite
67203,Bullfrog Creek Solar,FL,Hillsborough,74.5,27.660584,-82.295627,,False,no-surge/NoData,NOAA_CFEM_composite
65910,Wild Quail,FL,Walton,74.5,30.89805,-86.25007,,False,no-surge/NoData,NOAA_CFEM_composite
65909,Hendry Isles,FL,Hendry,74.5,26.749144,-81.192089,,False,no-surge/NoData,NOAA_CFEM_composite
64631,Jamison Solar (FL),FL,Polk,74.5,27.806645,-81.955676,,False,no-surge/NoData,NOAA_CFEM_composite
65866,Canoe,FL,Okaloosa,74.5,30.68003,-86.78045,,False,no-surge/NoData,NOAA_CFEM_composite
65911,Mitchell Creek,FL,Escambia,74.5,30.92851,-87.26414,,False,no-surge/NoData,NOAA_CFEM_composite
65920,Buttonwood,FL,St Lucie,74.5,27.550293,-80.671106,,False,no-surge/NoData,NOAA_CFEM_composite
65921,Honeybell,FL,Okeechobee,74.5,27.50809,-80.73638,,False,no-surge/NoData,NOAA_CFEM_composite
65924,Nature Trail,FL,Baker,74.5,30.272333,-82.156833,,False,no-surge/NoData,NOAA_CFEM_composite
65925,Orchard,FL,St Lucie,74.5,27.55776,-80.5701,,False,no-surge/NoData,NOAA_CFEM_composite
64301,Willow Solar Energy Center,FL,Manatee,74.5,27.448142,-82.080693,,False,no-surge/NoData,NOAA_CFEM_composite
65908,Norton Creek,FL,Madison,74.5,30.390039,-83.343948,,False,no-surge/NoData,NOAA_CFEM_composite
65926,Hawthorne Creek,FL,DeSoto,74.5,27.08314,-81.84124,,False,no-surge/NoData,NOAA_CFEM_composite
59993,Babcock Solar Energy Center Hybrid,FL,Charlotte,74.5,26.861592,-81.751011,,False,no-surge/NoData,NOAA_CFEM_composite
60014,Manatee Solar Energy Center,FL,Manatee,74.5,27.607469,-82.355275,,False,no-surge/NoData,NOAA_CFEM_composite
65927,Fourmile Creek,FL,Calhoun,74.5,30.43989,-85.27589,,False,no-surge/NoData,NOAA_CFEM_composite
66128,Lake Mabel Solar and Battery Storage,FL,Polk,74.5,27.9788,-81.61015,,False,no-surge/NoData,NOAA_CFEM_composite
67672,Cedar Trail,FL,Baker,74.5,30.339139,-82.192861,,False,no-surge/NoData,NOAA_CFEM_composite
64300,Fort Drum Energy Center,FL,Okeechobee,74.5,27.607892,-80.75812,,False,no-surge/NoData,NOAA_CFEM_composite
65039,Sundew,FL,St Lucie,74.5,27.264113,-80.546851,,False,no-surge/NoData,NOAA_CFEM_composite
64757,Blue Springs,FL,Jackson,74.5,30.782897,-85.078686,,False,no-surge/NoData,NOAA_CFEM_composite
67206,Columbia County Solar,FL,Columbia,74.5,29.882422,-82.73425,,False,no-surge/NoData,NOAA_CFEM_composite
65875,Woodyard,FL,Hendry,74.5,26.40932,-81.04845,,False,no-surge/NoData,NOAA_CFEM_composite
65874,Beautyberry,FL,Hendry,74.5,26.36044,-81.02654,,False,no-surge/NoData,NOAA_CFEM_composite
65873,Turnpike,FL,Indian River,74.5,27.56702,-80.64496,,False,no-surge/NoData,NOAA_CFEM_composite
65438,FPL Cavendish Solar Energy Center,FL,Okeechobee,74.5,27.627009,-80.804159,,False,no-surge/NoData,NOAA_CFEM_composite
65519,Bell Ridge Solar,FL,Gilchrist,74.5,29.718728,-82.710783,,False,no-surge/NoData,NOAA_CFEM_composite
65592,FPL Saw Palmetto Solar Energy Center,FL,Bay,74.5,30.419835,-85.441493,,False,no-surge/NoData,NOAA_CFEM_composite
65593,FPL Cypress Pond Solar,FL,Washington,74.5,30.4213,-85.44103,,False,no-surge/NoData,NOAA_CFEM_composite
65872,Monarch,FL,Martin,74.5,27.03074,-80.5248,,False,no-surge/NoData,NOAA_CFEM_composite
65594,FPL Etonia Creek,FL,Putnam,74.5,29.76723,-81.77749,,False,no-surge/NoData,NOAA_CFEM_composite
67207,Gilchrist County Solar,FL,Alachua,74.5,29.618349,-82.670179,,False,no-surge/NoData,NOAA_CFEM_composite
65432,Apalachee,FL,Jackson,74.5,30.76055,-85.06952,,False,no-surge/NoData,NOAA_CFEM_composite
67208,Harmony Florida Solar II,FL,Osceola,74.5,28.16701,-81.084167,,False,no-surge/NoData,NOAA_CFEM_composite
67209,Storey Bend Solar,FL,Osceola,74.5,28.282565,-81.081447,,False,no-surge/NoData,NOAA_CFEM_composite
65871,Caloosahatchee,FL,Hendry,74.5,26.75408,-81.18562,,False,no-surge/NoData,NOAA_CFEM_composite
65869,White Tail,FL,Martin,74.5,27.07794,-80.37925,,False,no-surge/NoData,NOAA_CFEM_composite
65868,Prairie Creek FL,FL,DeSoto,74.5,27.074158,-81.696566,,False,no-surge/NoData,NOAA_CFEM_composite
65862,Big Juniper Solar,FL,Santa Rosa,74.5,30.63933,-86.92558,,False,no-surge/NoData,NOAA_CFEM_composite
65863,Three Creeks,FL,Manatee,74.5,27.57934,-82.26058,,False,no-surge/NoData,NOAA_CFEM_composite
65864,Sambucus,FL,Manatee,74.5,27.44844,-82.06377,,False,no-surge/NoData,NOAA_CFEM_composite
65867,Sparkleberry,FL,Escambia,74.5,30.76314,-87.4332,,False,no-surge/NoData,NOAA_CFEM_composite
65433,Blackwater River Solar Energy Center,FL,Santa Rosa,74.5,30.64691,-86.93821,,False,no-surge/NoData,NOAA_CFEM_composite
65431,Anhinga Solar Energy Center,FL,Clay,74.5,29.88213,-81.67618,,False,no-surge/NoData,NOAA_CFEM_composite
65907,Georges Lake,FL,Putnam,74.5,29.756975,-81.759128,,False,no-surge/NoData,NOAA_CFEM_composite
65042,Grove,FL,Indian River,74.5,27.580883,-80.652711,,False,no-surge/NoData,NOAA_CFEM_composite
65888,Kayak,FL,Okaloosa,74.5,30.415143,-86.423303,,False,no-surge/NoData,NOAA_CFEM_composite
65036,Cotton Creek Solar Energy Center,FL,Escambia,74.5,30.841873,-87.343975,,False,no-surge/NoData,NOAA_CFEM_composite
65882,Terrill Creek,FL,Clay,74.5,29.88143,-81.76258,,False,no-surge/NoData,NOAA_CFEM_composite
65037,Sawgrass Solar Energy Center,FL,Hendry,74.5,26.381386,-81.053721,,False,no-surge/NoData,NOAA_CFEM_composite
65879,Pecan Tree,FL,Walton,74.5,30.938167,-86.240111,,False,no-surge/NoData,NOAA_CFEM_composite
65038,Ghost Orchid Solar Energy Center,FL,Hendry,74.5,26.417212,-81.03531,,False,no-surge/NoData,NOAA_CFEM_composite
65865,Pineapple,FL,St Lucie,74.5,27.2551,-80.57123,,False,no-surge/NoData,NOAA_CFEM_composite
65040,Immokalee,FL,Collier,74.5,26.474576,-81.433471,,False,no-surge/NoData,NOAA_CFEM_composite
65041,Elder Branch,FL,Manatee,74.5,27.5966,-82.25272,,False,no-surge/NoData,NOAA_CFEM_composite
65878,Silver Palm,FL,Palm Beach,74.5,26.78768,-80.35192,,False,no-surge/NoData,NOAA_CFEM_composite
65429,FPL Shirer Branch Solar Energy Center,FL,Calhoun,74.5,30.3962,-85.279663,,False,no-surge/NoData,NOAA_CFEM_composite
67205,Gadsden County Solar,FL,Gadsden,74.5,30.656542,-84.724394,,False,no-surge/NoData,NOAA_CFEM_composite
65877,Ibis,FL,Brevard,74.5,27.848073,-80.695504,,False,no-surge/NoData,NOAA_CFEM_composite
65420,Bluefield Preserve Solar,FL,St Lucie,74.5,27.24354,-80.67097,,False,no-surge/NoData,NOAA_CFEM_composite
65421,Chautauqua Solar Energy Center,FL,Walton,74.5,30.87576,-86.20813,,False,no-surge/NoData,NOAA_CFEM_composite
65422,FPL Chipola River Solar Energy Center,FL,Calhoun,74.5,30.45463,-85.27853,,False,no-surge/NoData,NOAA_CFEM_composite
65423,Everglades Solar Energy Center,FL,Miami Dade,74.5,25.54255,-80.55434,,False,no-surge/NoData,NOAA_CFEM_composite
65424,First City Solar Energy Center,FL,Escambia,74.5,30.91993,-87.34002,,False,no-surge/NoData,NOAA_CFEM_composite
65427,FPL Flowers Creek Solar Energy Center,FL,Calhoun,74.5,30.569958,-85.040244,,False,no-surge/NoData,NOAA_CFEM_composite
65428,Pink Trial Solar Energy Center,FL,St Lucie,74.5,27.29783,-80.54214,,False,no-surge/NoData,NOAA_CFEM_composite
65430,Wild Azalea Solar Energy Center,FL,Gadsden,74.5,30.6758,-84.74033,,False,no-surge/NoData,NOAA_CFEM_composite
62631,Blue Heron Solar,FL,Hendry,74.5,26.701639,-81.129155,,False,no-surge/NoData,NOAA_CFEM_composite
62490,Echo River Solar,FL,Suwannee,74.5,30.296207,-82.864333,,False,no-surge/NoData,NOAA_CFEM_composite
62493,Southfork Solar,FL,Manatee,74.5,27.573193,-82.191421,,False,no-surge/NoData,NOAA_CFEM_composite
61763,Sunshine Gateway Solar Energy Center,FL,Columbia,74.5,30.29,-82.75,,False,no-surge/NoData,NOAA_CFEM_composite
62542,Debary Solar Power Plant,FL,Volusia,74.5,28.899548,-81.330856,,False,no-surge/NoData,NOAA_CFEM_composite
61029,Blue Cypress Solar Energy Center,FL,Indian River,74.5,27.609456,-80.537189,,False,no-surge/NoData,NOAA_CFEM_composite
61024,Hammock Solar,FL,Hendry,74.5,26.692646,-81.324953,,False,no-surge/NoData,NOAA_CFEM_composite
62632,Cattle Ranch,FL,DeSoto,74.5,27.321884,-81.809077,,False,no-surge/NoData,NOAA_CFEM_composite
61766,Miami Dade Solar Energy Center,FL,Miami Dade,74.5,25.64,-80.49,,False,no-surge/NoData,NOAA_CFEM_composite
63110,Sabal Palm Solar Center,FL,Palm Beach,74.5,26.782655,-80.352619,,False,no-surge/NoData,NOAA_CFEM_composite
61767,Pioneer Trail Solar Energy Center,FL,Volusia,74.5,29.08,-81.1,,False,no-surge/NoData,NOAA_CFEM_composite
61768,Interstate Solar Energy Center,FL,St Lucie,74.5,27.5,-80.44,,False,no-surge/NoData,NOAA_CFEM_composite
62633,Twin Lakes,FL,Putnam,74.5,29.612188,-81.844528,,False,no-surge/NoData,NOAA_CFEM_composite
62634,Babcock Preserve,FL,Charlotte,74.5,26.857879,-81.759645,,False,no-surge/NoData,NOAA_CFEM_composite
62645,Northern Preserve Solar,FL,Baker,74.5,30.2473,-82.226907,,False,no-surge/NoData,NOAA_CFEM_composite
62925,Egret Solar Center,FL,Baker,74.5,30.28251,-82.18378,,False,no-surge/NoData,NOAA_CFEM_composite
62924,Pelican Solar Center,FL,St Lucie,74.5,27.522,-80.54726,,False,no-surge/NoData,NOAA_CFEM_composite
62923,Union Springs Solar Center,FL,Union,74.5,29.97397,-82.30099,,False,no-surge/NoData,NOAA_CFEM_composite
62922,Lakeside Solar Center,FL,Okeechobee,74.5,27.21421,-80.74458,,False,no-surge/NoData,NOAA_CFEM_composite
62921,Palm Bay Solar,FL,Brevard,74.5,27.8421,-80.631554,,False,no-surge/NoData,NOAA_CFEM_composite
62919,Orange Blossom Solar Center,FL,Indian River,74.5,27.59686,-80.57071,,False,no-surge/NoData,NOAA_CFEM_composite
62917,Rodeo Solar Center,FL,DeSoto,74.5,27.32063,-81.81024,,False,no-surge/NoData,NOAA_CFEM_composite
62916,Trailside Solar Center,FL,St Johns,74.5,29.774987,-81.427853,,False,no-surge/NoData,NOAA_CFEM_composite
62915,Magnolia Springs Solar Center,FL,Clay,74.5,29.89857,-81.69333,,False,no-surge/NoData,NOAA_CFEM_composite
62914,Nassau Solar Center,FL,Nassau,74.5,30.50391,-81.88411,,False,no-surge/NoData,NOAA_CFEM_composite
60061,Citrus Solar Energy Center Hybrid,FL,DeSoto,74.5,27.320919,-81.806863,,False,no-surge/NoData,NOAA_CFEM_composite
61022,Coral Farms Solar Energy Center,FL,Putnam,74.5,29.756944,-81.897222,,False,no-surge/NoData,NOAA_CFEM_composite
61020,Indian River Solar Center,FL,Indian River,74.5,27.573256,-80.578178,,False,no-surge/NoData,NOAA_CFEM_composite
61021,Horizon Solar Energy Center,FL,Putnam,74.5,29.665556,-82.058333,,False,no-surge/NoData,NOAA_CFEM_composite
62491,Okeechobee Solar,FL,Okeechobee,74.5,27.630392,-80.794784,,False,no-surge/NoData,NOAA_CFEM_composite
62750,Little Manatee River Solar,FL,Hillsborough,74.5,27.691262,-82.410575,,False,no-surge/NoData,NOAA_CFEM_composite
62394,Sweetbay Solar Center,FL,Martin,74.5,27.060112,-80.474488,,False,no-surge/NoData,NOAA_CFEM_composite
62206,Hibiscus Solar Energy Center,FL,Palm Beach,74.5,26.7601,-80.3065,,False,no-surge/NoData,NOAA_CFEM_composite
63582,Harmony Solar (FL),FL,Osceola,74.5,28.155322,-81.108333,,False,no-surge/NoData,NOAA_CFEM_composite
61050,Wildflower Solar Energy Center,FL,Desoto,74.5,27.316187,-81.783899,,False,no-surge/NoData,NOAA_CFEM_composite
63978,Duette Solar Power Plant,FL,Manatee,74.5,27.585836,-82.061964,,False,no-surge/NoData,NOAA_CFEM_composite
63754,Gulf Power Blue Indigo Energy,FL,Jackson,74.5,30.877262,-85.40065,,False,no-surge/NoData,NOAA_CFEM_composite
61663,Lithia Solar,FL,Hillsborough,74.5,27.753272,-82.164656,,False,no-surge/NoData,NOAA_CFEM_composite
63583,Taylor Creek Solar,FL,Orange,74.5,28.503469,-81.048333,,False,no-surge/NoData,NOAA_CFEM_composite
61051,Barefoot Bay Solar Energy Center,FL,Brevard,74.5,27.865833,-80.521111,,False,no-surge/NoData,NOAA_CFEM_composite
61052,Loggerhead Solar Energy Center,FL,St Lucie,74.5,27.237778,-80.541389,,False,no-surge/NoData,NOAA_CFEM_composite
66237,Misenheimer Solar LLC,NC,Stanly,74.4,35.478126,-80.300126,,False,no-surge/NoData,NOAA_CFEM_composite
61654,Balm Solar,FL,Hillsborough,74.4,27.76284,-82.23463,,False,no-surge/NoData,NOAA_CFEM_composite
62058,SR Terrell,GA,Terrell,74.0,31.871387,-84.361952,,False,no-surge/NoData,NOAA_CFEM_composite
66717,Eastover Solar,SC,Richland,73.6,33.918542,-80.6467,,False,no-surge/NoData,NOAA_CFEM_composite
61701,Seabrook Solar,SC,Beaufort,72.5,32.56445,-80.742047,,False,no-surge/NoData,NOAA_CFEM_composite
63839,Midlands,SC,Calhoun,72.1,33.648979,-80.942818,,False,no-surge/NoData,NOAA_CFEM_composite
67023,Dileo Solar,TX,Hill,71.4,31.78,-97.51,,False,no-surge/NoData,NOAA_CFEM_composite
60658,Moffett Solar Project,SC,Jasper,71.4,32.620653,-80.995994,,False,no-surge/NoData,NOAA_CFEM_composite
60539,Innovative Solar 42,NC,Bladen,71.0,34.847627,-78.877359,,False,no-surge/NoData,NOAA_CFEM_composite
61665,Payne Creek Solar,FL,Polk,70.3,27.664583,-81.964222,,False,no-surge/NoData,NOAA_CFEM_composite
65107,"Cabin Creek Solar, LLC",NC,Montgomery,70.2,35.33604,-79.741698,,False,no-surge/NoData,NOAA_CFEM_composite
62678,Crooked Run,NC,Pender,70.1,34.67704,-77.977497,,False,no-surge/NoData,NOAA_CFEM_composite
63976,Bay Tree,NC,Bladen,70.1,34.70414,-78.393358,,False,no-surge/NoData,NOAA_CFEM_composite
63548,Lily Solar,SC,Allendale,70.0,33.094931,-81.434842,,False,no-surge/NoData,NOAA_CFEM_composite
65305,Powells Creek Solar - Hybrid,VA,Halifax,70.0,36.55467,-79.0286,,False,no-surge/NoData,NOAA_CFEM_composite
65683,Juniper Solar (FL),FL,Pasco,70.0,28.181569,-82.155331,,False,no-surge/NoData,NOAA_CFEM_composite
64840,"SR Cedar Springs, LLC",GA,Early,70.0,31.2453,-85.086975,,False,no-surge/NoData,NOAA_CFEM_composite
66026,Hobnail Solar,GA,Burke,70.0,33.262,-82.178,,False,no-surge/NoData,NOAA_CFEM_composite
62668,Maiden Creek Solar Power Plant,NC,Catawba,69.3,35.593,-81.167,,False,no-surge/NoData,NOAA_CFEM_composite
64151,SR Perry,GA,Houston,68.0,32.39597,-83.762901,,False,no-surge/NoData,NOAA_CFEM_composite
62235,Lone Star Solar,SC,Calhoun,66.0,33.648767,-80.639122,,False,no-surge/NoData,NOAA_CFEM_composite
66635,Caden Energix Axton LLC,VA,Henry,66.0,36.667889,-79.755013,,False,no-surge/NoData,NOAA_CFEM_composite
58848,Warsaw Farm,NC,Duplin,65.0,35.005556,-78.125833,,False,no-surge/NoData,NOAA_CFEM_composite
62951,Hawtree Solar,NC,Warren,65.0,36.533,-78.105,,False,no-surge/NoData,NOAA_CFEM_composite
66172,SR DeSoto II,GA,Lee,65.0,31.87042,-84.03574,,False,no-surge/NoData,NOAA_CFEM_composite
60380,"Shoe Creek Solar, LLC",NC,Scotland,65.0,34.84492,-79.38472,,False,no-surge/NoData,NOAA_CFEM_composite
66839,Crystal Hill Solar,VA,Halifax,64.7,36.839909,-78.938199,,False,no-surge/NoData,NOAA_CFEM_composite
66316,Madison Solar (VA),VA,Orange,62.5,38.28775,-77.840046,,False,no-surge/NoData,NOAA_CFEM_composite
65684,Laurel Oaks Solar,FL,Hillsborough,61.2,27.926882,-82.067668,,False,no-surge/NoData,NOAA_CFEM_composite
61656,Grange Hall Solar,FL,Hillsborough,61.1,27.681278,-82.164656,,False,no-surge/NoData,NOAA_CFEM_composite
63807,"Sugar Solar, LLC",NC,Yadkin,60.0,36.1607,-80.6574,,False,no-surge/NoData,NOAA_CFEM_composite
61653,Alafia Solar,FL,Polk,60.0,27.723197,-82.025608,,False,no-surge/NoData,NOAA_CFEM_composite
63909,Otter Creek Solar,VA,Mecklenburg,60.0,36.807131,-78.509769,,False,no-surge/NoData,NOAA_CFEM_composite
66825,SR DeSoto III,GA,Lee,60.0,31.868033,-84.007772,,False,no-surge/NoData,NOAA_CFEM_composite
63495,Durrance,FL,Polk,60.0,27.78,-81.98,,False,no-surge/NoData,NOAA_CFEM_composite
62758,Meherrin Solar,VA,Greensville,59.6,36.59,-77.65,,False,no-surge/NoData,NOAA_CFEM_composite
62774,Kellam Solar,TX,Van Zandt,59.0,32.4744,-95.7156,,False,no-surge/NoData,NOAA_CFEM_composite
62773,"BT Cooke Solar, LLC",TX,Cooke,59.0,33.5493,-97.1798,,False,no-surge/NoData,NOAA_CFEM_composite
63350,OE_GA3,GA,Mitchell,57.5,31.196185,-84.147539,,False,no-surge/NoData,NOAA_CFEM_composite
61666,Peace Creek Solar,FL,Polk,55.4,27.913306,-81.810111,,False,no-surge/NoData,NOAA_CFEM_composite
65687,Riverside Solar,FL,Hillsborough,55.2,27.68368,-82.47243,,False,no-surge/NoData,NOAA_CFEM_composite
65955,"Landrace Holdings, LLC",SC,Horry,55.0,33.723937,-79.091998,,False,no-surge/NoData,NOAA_CFEM_composite
67342,Carvers Creek Solar,VA,Gloucester,54.9,37.56189,-76.605373,,False,no-surge/NoData,NOAA_CFEM_composite
60383,Monroe Solar Facility,NC,Union,54.6,34.929945,-80.625615,,False,no-surge/NoData,NOAA_CFEM_composite
61664,Mountain View Solar (FL),FL,Pasco,54.6,28.39799,-82.22043,,False,no-surge/NoData,NOAA_CFEM_composite
62163,Meridian III,MS,Lauderdale,52.5,32.453955,-88.549484,,False,no-surge/NoData,NOAA_CFEM_composite
60554,Hazlehurst II,GA,Jeff Davis,52.5,31.819444,-82.602222,,False,no-surge/NoData,NOAA_CFEM_composite
61693,Buckleberry Solar,NC,Lenoir,52.1,35.380683,-77.405992,,False,no-surge/NoData,NOAA_CFEM_composite
60303,Sumrall II Solar Farm,MS,Lamar,52.0,31.397089,-89.485884,,False,no-surge/NoData,NOAA_CFEM_composite
61988,Citrus Ridge Solar,FL,Orange,52.0,28.40078,-81.61632,,False,no-surge/NoData,NOAA_CFEM_composite
60306,Sumrall I Solar Farm,MS,Lamar,52.0,31.403531,-89.49764,,False,no-surge/NoData,NOAA_CFEM_composite
60063,"Live Oak Solar, LLC",GA,Candler,51.0,32.423798,-82.102824,,False,no-surge/NoData,NOAA_CFEM_composite
65307,Sunnybrook Solar Project - Hybrid,VA,Halifax,51.0,36.798717,-78.83961,,False,no-surge/NoData,NOAA_CFEM_composite
60149,"Innovative Solar 43, LLC",NC,Bladen,50.8,34.529956,-78.304811,,False,no-surge/NoData,NOAA_CFEM_composite
63223,Brightside,TX,Bee,50.7,28.430988,-97.889555,,False,no-surge/NoData,NOAA_CFEM_composite
60624,Fox Creek Solar,NC,Franklin,50.2,36.126912,-78.273106,,False,no-surge/NoData,NOAA_CFEM_composite
60623,Brantley Solar,NC,Nash,50.2,35.890485,-78.155153,,False,no-surge/NoData,NOAA_CFEM_composite
60989,SolaireHolman Solar Project,TX,Brewster,50.0,30.45512,-103.4747,,False,no-surge/NoData,NOAA_CFEM_composite
63811,"Lick Creek Solar, LLC",NC,Stokes,50.0,36.283056,-80.128265,,False,no-surge/NoData,NOAA_CFEM_composite
61512,"Bullock Solar, LLC",NC,Vance,50.0,36.475369,-78.315078,,False,no-surge/NoData,NOAA_CFEM_composite
63827,Partin Solar,NC,Surry,50.0,36.26801,-80.821936,,False,no-surge/NoData,NOAA_CFEM_composite
61697,Lamesa II,TX,Dawson,50.0,32.713326,-101.885218,,False,no-surge/NoData,NOAA_CFEM_composite
64702,"Stanly Solar, LLC",NC,Stanly,50.0,35.289722,-80.235556,,False,no-surge/NoData,NOAA_CFEM_composite
59691,Gulf Coast Solar Center III,FL,Escambia,50.0,30.470351,-87.335193,,False,no-surge/NoData,NOAA_CFEM_composite
67849,BT Signal Ranch,TX,Hunt,50.0,32.986,-96.085998,,False,no-surge/NoData,NOAA_CFEM_composite
61561,Bladen Solar,NC,Bladen,50.0,34.823522,-78.62345,,False,no-surge/NoData,NOAA_CFEM_composite
60552,Hattiesburg Solar Farm,MS,Forrest,50.0,31.275828,-89.301156,,False,no-surge/NoData,NOAA_CFEM_composite
62822,"Broad River Solar, LLC",NC,Cleveland,50.0,35.188,-81.751,,False,no-surge/NoData,NOAA_CFEM_composite
67071,Sunlight Road Solar,LA,Washington,50.0,30.781803,-90.217355,,False,no-surge/NoData,NOAA_CFEM_composite
63128,Iris Solar LLC,LA,Washington,50.0,30.78184,-90.19536,,False,no-surge/NoData,NOAA_CFEM_composite
62959,Whitehorn Solar,VA,Pittsylvania,50.0,36.931378,-79.358743,,False,no-surge/NoData,NOAA_CFEM_composite
60682,Pearl Solar,TX,Pecos,50.0,30.98784,-102.26831,,False,no-surge/NoData,NOAA_CFEM_composite
59669,Innovative Solar 54,NC,Lenoir,50.0,35.213697,-77.712408,,False,no-surge/NoData,NOAA_CFEM_composite
62950,Bluestone Solar,VA,Mecklenburg,49.9,36.811533,-78.483909,,False,no-surge/NoData,NOAA_CFEM_composite
67024,Pitts Dudik Solar,TX,Hill,49.6,31.8932,-96.8751,,False,no-surge/NoData,NOAA_CFEM_composite
61657,Lake Hancock Solar,FL,Polk,49.5,27.719139,-82.033889,,False,no-surge/NoData,NOAA_CFEM_composite
62377,Moody Air Force Base Solar,GA,Lowndes,49.5,30.9574,-83.2229,,False,no-surge/NoData,NOAA_CFEM_composite
63812,"Highest Power Solar, LLC",NC,Franklin,48.7,36.12,-78.25,,False,no-surge/NoData,NOAA_CFEM_composite
59778,Eden Solar LLC,NC,Richmond,47.7,35.148503,-79.636372,,False,no-surge/NoData,NOAA_CFEM_composite
62541,Lake Placid Solar Power Plant,FL,Highlands,45.0,27.331136,-81.364018,,False,no-surge/NoData,NOAA_CFEM_composite
65662,Vancourt Solar Interconnections,TX,Cameron,45.0,26.090103,-97.798453,,False,no-surge/NoData,NOAA_CFEM_composite
64136,Sycamore Solar,VA,Pittsylvania,42.0,36.942634,-79.192804,,False,no-surge/NoData,NOAA_CFEM_composite
58537,OCI Alamo Solar I Hybrid,TX,Bexar,40.7,29.271667,-98.444722,,False,no-surge/NoData,NOAA_CFEM_composite
62057,Hazlehurst III,GA,Jeff Davis,40.0,31.832474,-82.602139,,False,no-surge/NoData,NOAA_CFEM_composite
59164,Elm City Solar Facility,NC,Wilson,40.0,35.781111,-77.846944,,False,no-surge/NoData,NOAA_CFEM_composite
59690,Gulf Coast Solar Center II,FL,Santa Rosa,40.0,30.430766,-86.895204,,False,no-surge/NoData,NOAA_CFEM_composite
66024,Bird Dog Solar,GA,Burke,40.0,33.126562,-81.999369,,False,no-surge/NoData,NOAA_CFEM_composite
66418,Sonny Solar LLC,GA,Elbert,40.0,34.052037,-82.722204,,False,no-surge/NoData,NOAA_CFEM_composite
58717,"OCI Alamo 4, LLC",TX,Kinney,39.6,29.33,-100.39,,False,no-surge/NoData,NOAA_CFEM_composite
61976,Peony Solar,SC,Orangeburg,39.0,33.502,-81.254,,False,no-surge/NoData,NOAA_CFEM_composite
66027,Wolfskin Solar,GA,Oglethorpe,38.0,33.881462,-83.246677,,False,no-surge/NoData,NOAA_CFEM_composite
61655,Bonnie Mine Solar,FL,Polk,37.5,27.89008,-81.98717,,False,no-surge/NoData,NOAA_CFEM_composite
66358,"Virginia Line Solar, LLC",NC,Warren,35.0,36.523774,-78.285361,,False,no-surge/NoData,NOAA_CFEM_composite
60540,Innovative Solar 31,NC,Bladen,35.0,34.539425,-78.755394,,False,no-surge/NoData,NOAA_CFEM_composite
59666,Innovative Solar 47,NC,Robeson,33.8,34.801933,-79.332447,,False,no-surge/NoData,NOAA_CFEM_composite
59678,Innovative Solar 67,NC,Pender,33.3,34.623309,-78.005377,,False,no-surge/NoData,NOAA_CFEM_composite
